schedule_id,review_id,user_ig_username,user_subscriber_id,incoming_message_text,incoming_message_timestamp,response_text,calculated_delay_minutes,scheduled_send_time,status,created_at,sent_at,error_message,original_response_time,user_response_time,user_notes,manual_context,processed_at
167,1564,black_monkey_go_green,263338143,"Thank you! 🙏🌿
For me, my physical goals are quite different. Yoga feels less like a path of self-discovery now, and more like a process of going outward — caring for the natural world, the community, and the whole circle of life. 🌱✨
It’s really about living in harmony, not just within myself, but with everything around me. 🧘‍♀️❤️

And what about you? What are your goals these days, my friend? 🌼🙏 ❤️🙏🌈",2025-07-02T22:43:40.294172,"Yeah totally get that perspective again hey, focusing on the outward care for the world and community through your yoga is a powerful way to live. That connection sounds unreal. With that deep dedication, how long have you been practicing yoga?",2,2025-07-02T22:47:12.824609,sent,2025-07-02 12:45:12,2025-07-02T22:47:45.500235,,2025-07-02 12:45:12,2025-07-02T22:43:40.294172,,Auto-updated with 3 new messages (0 added to history),2025-07-02T22:47:45.500235
168,1565,vegan4tanimals,1995882533,"Must be a really cool job when you see people achieving their goals with your training behind them!

Well, I just want to stay fit and avoid getting fat while eating all the stuff I like (which sometimes is just not the healthiest 😂). Quite basic achievements I guess...",2025-07-02T22:47:49.000073,"Yeah totally get that hey, staying fit and avoiding getting fat while still enjoying your food is a solid goal! I just shot back about that and the free 28-Day Winter Vegan Challenge I'm running, reckon you saw it or would be interested?",2,2025-07-02T22:51:15.301076,sent,2025-07-02 12:49:15,2025-07-02T22:52:14.145157,,2025-07-02 12:49:15,2025-07-02T22:47:49.000073,,Auto-updated with 5 new messages (0 added to history),2025-07-02T22:52:14.145157
169,1566,black_monkey_go_green,263338143,"I grow up with yoga, and I am still young I get 17 this month...whats about you? ❤️🙏🌈",2025-07-02T22:52:20.262213,"Yeah got that again hey, awesome growing up with yoga! Yeah im 32. Love that perspective on physical goals being about caring for the world through yoga and growing food. With that approach, how does your body feel day to day?",2,2025-07-02T22:55:51.310786,sent,2025-07-02 12:53:51,2025-07-02T22:56:42.841358,,2025-07-02 12:53:51,2025-07-02T22:52:20.262213,,Auto-updated with 4 new messages (0 added to history),2025-07-02T22:56:42.841358
170,1567,vegan4tanimals,1995882533,"Didn't see it, shame on me 🫣😂 Tell me more about it!",2025-07-02T22:53:59.023855,"Haha no worries at all! Happy to run it back for ya. So yeah, it's basically my full coaching system, but specifically tailored for vegans.

You get a custom high-protein vegan meal plan, a workout program to match, plus I check in with you every Monday and Wednesday to keep you on track. It's all about absolutely thriving on a plant based diet hey, designed to help you get incredible results like staying fit and enjoying your food.

Last group averaged 4kg down and everyone finished feeling incredible, and I've only got a few spots left for this round.

Keen to see what 28 days of proper coaching could do for you?",3,2025-07-02T22:58:28.412637,sent,2025-07-02 12:55:28,2025-07-02T22:59:11.477969,,2025-07-02 12:55:28,2025-07-02T22:53:59.023855,,Auto-updated with 6 new messages (0 added to history),2025-07-02T22:59:11.477969
171,1568,_kasantoss_,1456169894,"Hello! ☺️ I saw the you are too, that's so nice! I'll complete 7 year at dezember veganism.",2025-07-02T22:56:25.147133,"Yeah nice one getting to 7 years vegan in December, thats solid consistency hey! You've clearly got the nutrition side dialled. Do you pair your vegan lifestyle with any training?",2,2025-07-02T22:59:53.972573,sent,2025-07-02 12:57:53,2025-07-02T23:00:41.195389,,2025-07-02 12:57:53,2025-07-02T22:56:25.147133,,Auto-updated with 1 new messages (0 added to history),2025-07-02T23:00:41.195389
172,1569,user_754569174,754569174,10 years old,2025-07-02T22:59:03.348678,Haha 10 years old hey! How things?,1,2025-07-02T23:01:32.969439,sent,2025-07-02 13:00:32,2025-07-02T23:02:07.183414,,2025-07-02 13:00:32,2025-07-02T22:59:03.348678,,Auto-updated with 1 new messages (0 added to history),2025-07-02T23:02:07.183414
173,1570,grateful_vegan_sunflower,30817551,Oh nice were you raised SDA? I felt so much better going vegan and then even better going from junk food vegan to healthy vegan,2025-07-02T23:05:02.883340,"Yeah totally get that, feeling heaps better going to healthy vegan is a game changer hey! And nah like I mentioned wasn't raised SDA. So you're keen to get into online coaching, that's awesome! What got you wanting to coach people?",2,2025-07-02T23:08:35.590250,sent,2025-07-02 13:06:35,2025-07-02T23:09:38.181794,,2025-07-02 13:06:35,2025-07-02T23:05:02.883340,,Auto-updated with 2 new messages (0 added to history),2025-07-02T23:09:38.181794
174,1571,user_369312216,369312216,"Hi! Yes! I have been vegan for 7/8 years, wby?!",2025-07-02T23:24:28.827020,"Yeah nice one, 7/8 years is solid! I've been vegetarian, since birth, gave up milk a few years ago! What got you into veganism hey?",3,2025-07-02T23:28:59.373056,sent,2025-07-02 13:25:59,2025-07-02T23:30:07.452743,,2025-07-02 13:25:59,2025-07-02T23:24:28.827020,,Auto-updated with 1 new messages (0 added to history),2025-07-02T23:30:07.452743
175,1572,user_1277884026,1277884026,Going on 10 years! Thanks for the love!,2025-07-02T23:28:40.664265,"Yeah nice one, solid ten years hey! No worries at all! What got you into that lifestyle?",3,2025-07-02T23:33:08.833181,sent,2025-07-02 13:30:08,2025-07-02T23:34:34.583587,,2025-07-02 13:30:08,2025-07-02T23:28:40.664265,,Auto-updated with 1 new messages (0 added to history),2025-07-02T23:34:34.583587
176,1573,vegan4tanimals,1995882533,"Hey thanks for introducing your programme, sounds incredible. But I won't participate though. Such programmes put too much pressure on me. I like to do my workout when it suits into my current day plans. Sometimes I do spontanouesly not workout at all and that wouldn't be what your programme is about. But thanks anyway for explaining 🫶🏻",2025-07-02T23:54:58.223263,Yeah totally get that hey! :),3,2025-07-02T23:59:31.792339,sent,2025-07-02 13:56:31,2025-07-03T00:00:08.037594,,2025-07-02 13:56:31,2025-07-02T23:54:58.223263,,Auto-updated with 7 new messages (0 added to history),2025-07-03T00:00:08.037594
177,1574,asemanenilgun000,622828110,Hi! I'M VEGAN For 3 years🌱but 4 years I was vegeterian.,2025-07-03T00:00:23.295611,"Haha got ya! And yeah, 3 years vegan is proper solid! Have you found being plant-based helps with energy for any fitness or activities you do?",3,2025-07-03T00:04:49.730455,sent,2025-07-02 14:01:49,2025-07-03T00:05:39.890360,,2025-07-02 14:01:49,2025-07-03T00:00:23.295611,,Auto-updated with 1 new messages (0 added to history),2025-07-03T00:05:39.890360
178,1575,asemanenilgun000,622828110,"Yes, of course. Plants have far more protein and calcium than animal foods. I love veganism.😇",2025-07-03T05:20:12.577410,"Haha yeah totally get that hey, your passion for it really comes through! With your focus on animal rights and veganism, do you do much activism or awareness work?",2,2025-07-03T05:23:45.902872,sent,2025-07-02 19:21:45,2025-07-03T05:24:24.368933,,2025-07-02 19:21:45,2025-07-03T05:20:12.577410,,Auto-updated with 2 new messages (0 added to history),2025-07-03T05:24:24.368933
179,1576,user_1466535080,1466535080,"Hey, thank you! ☺️ I have been vegan for almost 7 years. 🌱",2025-07-03T05:53:33.313565,"Yeah nice one, almost 7 years is solid! I've been vegetarian since birth, gave up milk a few years ago! How was the transition for you?",1,2025-07-03T05:56:05.583608,sent,2025-07-02 19:55:05,2025-07-03T05:56:51.045755,,2025-07-02 19:55:05,2025-07-03T05:53:33.313565,,Auto-updated with 1 new messages (0 added to history),2025-07-03T05:56:51.045755
180,1577,grateful_vegan_sunflower,30817551,I have been obsessed with health for years and spend a few hours everyday list plant based doctors and I did the plant based certification. I want to save animals so I figure if I can get people to do better with their health then they will be hurting less animals. Then I got into weight training seriously around December and have made a lot of good progress putting my own plan into practice doing a body recomposition so now I feel like I know exactly what to do to get other people to their goals.,2025-07-03T06:05:38.584232,"Yeah mate, seriously awesome mission you got there helping people through plant based health and saving animals, unreal! And hell yeah getting results yourself through body recomposition is the best way to know you can help others. For tips hey, like I said before building that genuine connection and focusing on actually helping people first, showing them the value before trying to sell them is key.

Look, since you're into the plant-based life and have that unreal goal of coaching others to get results, I reckon you'd be perfect for something special I'm running. I'm taking on a small group for my **free 28-Day Winter Vegan Challenge**. It's designed to show you how to get incredible results while eating vegan, and would give you a solid insight into a coaching system too. Reckon you'd be interested?",1,2025-07-03T06:08:10.884643,sent,2025-07-02 20:07:10,2025-07-03T06:09:29.700000,,2025-07-02 20:07:10,2025-07-03T06:05:38.584232,,Auto-updated with 3 new messages (0 added to history),2025-07-03T06:09:29.700000
181,1578,asemanenilgun000,622828110,"No, unfortunately, I don't have the conditions to be active in the field. But through my Instagram page, I try to be the voice of the voiceless.",2025-07-03T06:08:39.764718,"Yeah totally get that, using your Instagram is a solid way to be the voice of the voiceless hey! What kind of stuff do you usually share on there?",3,2025-07-03T06:13:10.671105,sent,2025-07-02 20:10:10,2025-07-03T06:13:54.404743,,2025-07-02 20:10:10,2025-07-03T06:08:39.764718,,Auto-updated with 3 new messages (0 added to history),2025-07-03T06:13:54.404743
182,1579,grateful_vegan_sunflower,30817551,Thanks! Possibly in the future. I just spent a lot on a vegan coaching academy to help me set up my online business with Miss meatless muscle,2025-07-03T06:12:46.109703,"Ah fair enough! Totally get investing in that academy, keen to get into coaching yourself hey, that's unreal! How's the course with Miss Meatless Muscle going?",2,2025-07-03T06:16:14.817075,sent,2025-07-02 20:14:14,2025-07-03T06:17:19.308971,,2025-07-02 20:14:14,2025-07-03T06:12:46.109703,,Auto-updated with 4 new messages (0 added to history),2025-07-03T06:17:19.308971
183,1580,grateful_vegan_sunflower,30817551,It hasn’t started yet,2025-07-03T06:28:40.259412,Ah right okay! Keen to get into that online coaching world hey! When does the course with Miss Meatless Muscle actually kick off then?,1,2025-07-03T06:31:09.068489,sent,2025-07-02 20:30:09,2025-07-03T06:31:48.338360,,2025-07-02 20:30:09,2025-07-03T06:28:40.259412,,Auto-updated with 5 new messages (0 added to history),2025-07-03T06:31:48.338360
184,1581,grateful_vegan_sunflower,30817551,I think the middle of this month,2025-07-03T06:46:35.698657,"Ah okay cool, middle of the month hey! What are you hoping to get out of the academy?",1,2025-07-03T06:49:05.106898,sent,2025-07-02 20:48:05,2025-07-03T06:50:15.372981,,2025-07-02 20:48:05,2025-07-03T06:46:35.698657,,Auto-updated with 6 new messages (0 added to history),2025-07-03T06:50:15.372981
185,1582,grateful_vegan_sunflower,30817551,"The ability to find paying clients, set up llc, help with the coaches app and stuff",2025-07-03T06:54:19.082897,"Yeah okay nice! Getting those paying clients sorted is the main thing hey, plus the business side and the app stuff too. That goal of helping people get healthier to save animals is unreal! Who do you reckon you'll focus on helping first with your coaching?",3,2025-07-03T06:58:46.158330,sent,2025-07-02 20:55:46,2025-07-03T06:59:46.924726,,2025-07-02 20:55:46,2025-07-03T06:54:19.082897,,Auto-updated with 7 new messages (0 added to history),2025-07-03T06:59:46.924726
186,1583,asemanenilgun000,622828110,I mostly share videos and articles about the torture and killing of animals for human food.,2025-07-03T06:57:52.663535,Yeah that's really impactful stuff hey. What kind of change are you hoping to inspire by sharing that?,1,2025-07-03T07:00:22.310439,sent,2025-07-02 20:59:22,2025-07-03T07:01:11.499725,,2025-07-02 20:59:22,2025-07-03T06:57:52.663535,,Auto-updated with 4 new messages (0 added to history),2025-07-03T07:01:11.499725
187,1584,asemanenilgun000,622828110,"As long as I can inform people about the truth about their food, that's enough for me. Even if I can make someone vegetarian, I think that would be great.",2025-07-03T07:08:40.525903,"Yeah totally get that hey! Just getting the truth out there is heaps important, and turning someone veggie or vegan is a huge win! Have you heard from anyone who's made the switch because of what you share?",2,2025-07-03T07:12:10.063937,sent,2025-07-02 21:10:10,2025-07-03T07:12:41.244524,,2025-07-02 21:10:10,2025-07-03T07:08:40.525903,,Auto-updated with 5 new messages (0 added to history),2025-07-03T07:12:41.244524
188,1585,a.living.vegan,369312216,That's awesome! I wish I connected the dots sooner but I dove into animal agriculture in school so that's when I realized everything. I love animals & the environment so much! Is that why you are plant based?,2025-07-03T07:22:49.600569,"Ah, fully get that hey! So cool you figured it out back then. That passion for animals and the environment is fair dinkum huge, isn't it? And yeah, you nailed it - that's a massive reason why I'm plant-based too! It just feels right, and hey, looking after the planet kinda goes hand in hand with looking after yourself, don't you reckon?",2,2025-07-03T07:26:21.448752,sent,2025-07-02 21:24:21,2025-07-03T07:27:13.655525,,2025-07-02 21:24:21,2025-07-03T07:22:49.600569,,Auto-updated with 1 new messages (0 added to history),2025-07-03T07:27:13.655525
